fid0725,regionname,const230_h,round,respno,urb,r4,central,male,eth_akan,eth_ewe,eth_ga,eth_dagomba,eth_other,vote_npp_pres,vote_ndc_pres,economy_oneyear,poverty,unfair,trustown,trustother,gov_sentus,responsself,akan_5km_l_p,ewe_5km_l_p,akan_30km_l_p,ewe_30km_l_p,dev_factor2,h_30rad_e,popdens5x5
9285,ASHANTI,KUMASI,ROUND4,GHA0772,1,1,0,0,0,0,0,0,1,0,1,2,-1.122426,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
906,CENTRAL,CAPE COAST,ROUND3,GHA0773,0,0,1,1,1,0,0,0,0,0,0,1,-0.7241102,1,1,0,1,1,0.7231021,0.0484658,0.8551254,0.040296,1.82067,0.0330014,624.9529
9285,ASHANTI,KUMASI,ROUND4,GHA0773,1,1,0,1,0,0,0,0,1,1,0,2,-0.0145682,0,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
906,CENTRAL,CAPE COAST,ROUND3,GHA0774,0,0,1,1,1,0,0,0,0,1,0,2,1.068272,1,1,0,1,1,0.7231021,0.0484658,0.8551254,0.040296,1.82067,0.0330014,624.9529
9285,ASHANTI,KUMASI,ROUND4,GHA0774,1,1,0,0,0,0,0,0,1,0,1,4,-0.5256245,1,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
906,CENTRAL,CAPE COAST,ROUND3,GHA0775,0,0,1,0,1,0,0,0,0,0,0,2,0.4857464,1,0,1,1,1,0.7231021,0.0484658,0.8551254,0.040296,1.82067,0.0330014,624.9529
9285,ASHANTI,KUMASI,ROUND4,GHA0775,1,1,0,1,0,0,0,0,1,1,0,2,0.0048611,1,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
906,CENTRAL,CAPE COAST,ROUND3,GHA0776,0,0,1,0,1,0,0,0,0,1,0,3,-0.6970077,1,0,0,0,1,0.7231021,0.0484658,0.8551254,0.040296,1.82067,0.0330014,624.9529
9285,ASHANTI,KUMASI,ROUND4,GHA0776,1,1,0,0,1,0,0,0,0,1,0,4,0.703649,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
977,CENTRAL,AGONA WEST,ROUND3,GHA0777,0,0,1,0,1,0,0,0,0,0,0,1,-0.7241102,1,0,0,1,1,0.6827305,0.0594807,0.902014,0.0317362,0.2244894,0.0822952,213.774
9285,ASHANTI,KUMASI,ROUND4,GHA0777,1,1,0,1,0,0,0,1,0,1,0,4,-0.5256245,1,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
977,CENTRAL,AGONA WEST,ROUND3,GHA0778,0,0,1,1,1,0,0,0,0,1,0,1,1.068272,1,1,1,1,0,0.6827305,0.0594807,0.902014,0.0317362,0.2244894,0.0822952,213.774
9285,ASHANTI,KUMASI,ROUND4,GHA0778,1,1,0,0,0,0,0,0,1,0,0,4,-1.122426,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
977,CENTRAL,AGONA WEST,ROUND3,GHA0779,0,0,1,0,0,0,0,0,1,0,1,3,-0.7241102,1,0,0,1,1,0.6827305,0.0594807,0.902014,0.0317362,0.2244894,0.0822952,213.774
9285,ASHANTI,KUMASI,ROUND4,GHA0779,1,1,0,1,1,0,0,0,0,1,0,2,-1.122426,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
977,CENTRAL,AGONA WEST,ROUND3,GHA0780,0,0,1,1,1,0,0,0,0,0,1,2,-1.283315,1,1,0,1,1,0.6827305,0.0594807,0.902014,0.0317362,0.2244894,0.0822952,213.774
9285,ASHANTI,KUMASI,ROUND4,GHA0780,1,1,0,0,0,0,0,1,0,1,0,3,1.272467,0,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
977,CENTRAL,AGONA WEST,ROUND3,GHA0781,0,0,1,0,1,0,0,0,0,0,1,2,-0.1308907,1,1,1,0,1,0.6827305,0.0594807,0.902014,0.0317362,0.2244894,0.0822952,213.774
9285,ASHANTI,KUMASI,ROUND4,GHA0781,1,1,0,1,1,0,0,0,0,1,0,4,-1.122426,0,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
977,CENTRAL,AGONA WEST,ROUND3,GHA0782,0,0,1,1,1,0,0,0,0,1,0,2,1.684909,0,1,1,0,1,0.6827305,0.0594807,0.902014,0.0317362,0.2244894,0.0822952,213.774
9285,ASHANTI,KUMASI,ROUND4,GHA0782,1,1,0,0,1,0,0,0,0,1,0,3,-1.122426,0,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
977,CENTRAL,AGONA WEST,ROUND3,GHA0783,0,0,1,0,1,0,0,0,0,0,0,,1.09169,1,1,1,0,0,0.6827305,0.0594807,0.902014,0.0317362,0.2244894,0.0822952,213.774
9285,ASHANTI,KUMASI,ROUND4,GHA0783,1,1,0,1,1,0,0,0,0,0,1,4,-1.122426,0,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
977,CENTRAL,AGONA WEST,ROUND3,GHA0784,0,0,1,1,1,0,0,0,0,1,0,3,0.4857464,0,0,0,1,1,0.6827305,0.0594807,0.902014,0.0317362,0.2244894,0.0822952,213.774
9285,ASHANTI,KUMASI,ROUND4,GHA0784,1,1,0,0,0,0,0,0,1,0,1,2,1.319353,0,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
1045,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND3,GHA0785,0,0,1,0,1,0,0,0,0,0,1,2,1.072054,1,1,1,0,1,0.6733983,0.0680628,0.9596993,0.0100286,0.4874683,0.0194856,238.5891
9285,ASHANTI,KUMASI,ROUND4,GHA0785,1,1,0,1,1,0,0,0,0,0,0,2,-1.122426,1,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
1045,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND3,GHA0786,0,0,1,1,1,0,0,0,0,0,0,2,1.684909,1,1,1,0,0,0.6733983,0.0680628,0.9596993,0.0100286,0.4874683,0.0194856,238.5891
9285,ASHANTI,KUMASI,ROUND4,GHA0786,1,1,0,0,1,0,0,0,0,0,0,2,-1.122426,0,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
1045,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND3,GHA0787,0,0,1,0,1,0,0,0,0,1,0,3,-1.283315,1,1,0,1,1,0.6733983,0.0680628,0.9596993,0.0100286,0.4874683,0.0194856,238.5891
9285,ASHANTI,KUMASI,ROUND4,GHA0787,1,1,0,1,1,0,0,0,0,0,1,3,-0.0145682,1,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
1045,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND3,GHA0788,0,0,1,0,1,0,0,0,0,0,0,,-1.283315,1,1,0,1,1,0.6733983,0.0680628,0.9596993,0.0100286,0.4874683,0.0194856,238.5891
9285,ASHANTI,KUMASI,ROUND4,GHA0788,1,1,0,0,1,0,0,0,0,0,0,5,-1.122426,1,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
1045,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND3,GHA0789,0,0,1,0,1,0,0,0,0,1,0,3,-0.7241102,1,1,1,1,0,0.6733983,0.0680628,0.9596993,0.0100286,0.4874683,0.0194856,238.5891
9285,ASHANTI,KUMASI,ROUND4,GHA0789,1,1,0,1,0,0,0,0,1,0,1,3,-1.122426,1,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
1045,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND3,GHA0790,0,0,1,0,1,0,0,0,0,0,0,1,-0.7241102,1,1,1,0,0,0.6733983,0.0680628,0.9596993,0.0100286,0.4874683,0.0194856,238.5891
9285,ASHANTI,KUMASI,ROUND4,GHA0790,1,1,0,0,1,0,0,0,0,1,0,4,1.849839,0,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
1045,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND3,GHA0791,0,0,1,1,1,0,0,0,0,1,0,2,-0.1074731,1,0,1,0,0,0.6733983,0.0680628,0.9596993,0.0100286,0.4874683,0.0194856,238.5891
9285,ASHANTI,KUMASI,ROUND4,GHA0791,1,1,0,1,0,0,0,0,1,0,0,,-1.122426,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
1045,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND3,GHA0792,0,0,1,1,1,0,0,0,0,1,0,4,-0.1308907,1,0,0,1,1,0.6733983,0.0680628,0.9596993,0.0100286,0.4874683,0.0194856,238.5891
9285,ASHANTI,KUMASI,ROUND4,GHA0792,1,1,0,0,1,0,0,0,0,1,0,3,-1.122426,0,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
6289,UPPER WEST,JIRAPA,ROUND3,GHA0793,0,0,0,1,0,0,0,0,1,0,1,1,0.4819643,1,0,0,1,1,0.0627594,0.19007,0.0224751,0.0004042,-1.135811,0.3156207,32.08432
9285,ASHANTI,KUMASI,ROUND4,GHA0793,1,1,0,1,1,0,0,0,0,1,0,4,-0.5919405,0,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
6289,UPPER WEST,JIRAPA,ROUND3,GHA0794,0,0,0,1,0,0,0,0,1,0,0,2,0.4819643,1,0,0,0,1,0.0627594,0.19007,0.0224751,0.0004042,-1.135811,0.3156207,32.08432
9285,ASHANTI,KUMASI,ROUND4,GHA0794,1,1,0,0,0,0,1,0,0,1,0,4,0.637333,0,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
6289,UPPER WEST,JIRAPA,ROUND3,GHA0795,0,0,0,1,0,0,0,0,1,0,1,3,0.4750524,0,1,0,1,0,0.0627594,0.19007,0.0224751,0.0004042,-1.135811,0.3156207,32.08432
9285,ASHANTI,KUMASI,ROUND4,GHA0795,1,1,0,1,1,0,0,0,0,1,0,4,-1.122426,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
6289,UPPER WEST,JIRAPA,ROUND3,GHA0796,0,0,0,0,0,0,0,0,1,0,1,2,-0.1308907,1,0,0,1,1,0.0627594,0.19007,0.0224751,0.0004042,-1.135811,0.3156207,32.08432
9285,ASHANTI,KUMASI,ROUND4,GHA0796,1,1,0,0,1,0,0,0,0,1,0,3,1.234135,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
6289,UPPER WEST,JIRAPA,ROUND3,GHA0797,0,0,0,0,0,0,0,0,1,0,1,3,0.5324844,1,0,0,0,1,0.0627594,0.19007,0.0224751,0.0004042,-1.135811,0.3156207,32.08432
9285,ASHANTI,KUMASI,ROUND4,GHA0797,1,1,0,1,1,0,0,0,0,1,0,3,-1.122426,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
6289,UPPER WEST,JIRAPA,ROUND3,GHA0798,0,0,0,0,0,0,0,0,1,0,1,2,1.068272,0,1,1,0,0,0.0627594,0.19007,0.0224751,0.0004042,-1.135811,0.3156207,32.08432
9285,ASHANTI,KUMASI,ROUND4,GHA0798,1,1,0,0,1,0,0,0,0,1,0,3,0.0517478,1,,,1,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
6289,UPPER WEST,JIRAPA,ROUND3,GHA0799,0,0,0,0,0,0,0,0,1,0,0,4,0.4554171,1,0,0,0,1,0.0627594,0.19007,0.0224751,0.0004042,-1.135811,0.3156207,32.08432
9285,ASHANTI,KUMASI,ROUND4,GHA0799,1,1,0,1,1,0,0,0,0,1,0,4,-0.5450537,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
6289,UPPER WEST,JIRAPA,ROUND3,GHA0800,0,0,0,0,0,0,0,0,1,0,1,5,0.4554171,1,,,1,0,0.0627594,0.19007,0.0224751,0.0004042,-1.135811,0.3156207,32.08432
9285,ASHANTI,KUMASI,ROUND4,GHA0800,1,1,0,0,1,0,0,0,0,0,0,3,-0.5256245,1,,,0,,0.7764869,0.0289096,0.7782349,0.0286395,1.466396,0.0087096,5084.277
237,ASHANTI,KABRE WEST,ROUND4,GHA0801,0,1,0,1,1,0,0,0,0,1,0,2,-0.5919405,1,,,1,,0.8625689,0.0213759,0.8129966,0.0211825,-1.11583,0.0102213,590.7481
8698,ASHANTI,AMANSIE WEST,ROUND3,GHA0801,0,0,0,0,1,0,0,0,0,1,0,4,-0.7241102,0,1,1,1,1,0.8962299,0.0190166,0.9187129,0.0085565,-1.119183,0.0249741,118.5621
237,ASHANTI,KABRE WEST,ROUND4,GHA0802,0,1,0,0,1,0,0,0,0,0,0,4,-0.5919405,0,,,0,,0.8625689,0.0213759,0.8129966,0.0211825,-1.11583,0.0102213,590.7481
8698,ASHANTI,AMANSIE WEST,ROUND3,GHA0802,0,0,0,0,1,0,0,0,0,1,0,4,-0.1378025,0,0,0,1,0,0.8962299,0.0190166,0.9187129,0.0085565,-1.119183,0.0249741,118.5621
237,ASHANTI,KABRE WEST,ROUND4,GHA0803,0,1,0,1,1,0,0,0,0,1,0,3,0.0237637,1,,,1,,0.8625689,0.0213759,0.8129966,0.0211825,-1.11583,0.0102213,590.7481
8698,ASHANTI,AMANSIE WEST,ROUND3,GHA0803,0,0,0,1,1,0,0,0,0,1,0,1,-1.283315,0,1,1,1,0,0.8962299,0.0190166,0.9187129,0.0085565,-1.119183,0.0249741,118.5621
237,ASHANTI,KABRE WEST,ROUND4,GHA0804,0,1,0,0,1,0,0,0,0,0,0,3,0.0048611,0,,,1,,0.8625689,0.0213759,0.8129966,0.0211825,-1.11583,0.0102213,590.7481
8698,ASHANTI,AMANSIE WEST,ROUND3,GHA0804,0,0,0,1,1,0,0,0,0,1,0,3,-0.6704605,0,0,0,0,1,0.8962299,0.0190166,0.9187129,0.0085565,-1.119183,0.0249741,118.5621
237,ASHANTI,KABRE WEST,ROUND4,GHA0805,0,1,0,1,1,0,0,0,0,1,0,3,0.5822334,1,,,0,,0.8625689,0.0213759,0.8129966,0.0211825,-1.11583,0.0102213,590.7481
8698,ASHANTI,AMANSIE WEST,ROUND3,GHA0805,0,0,0,0,1,0,0,0,0,1,0,4,-1.283315,0,1,1,1,0,0.8962299,0.0190166,0.9187129,0.0085565,-1.119183,0.0249741,118.5621
237,ASHANTI,KABRE WEST,ROUND4,GHA0806,0,1,0,0,1,0,0,0,0,1,0,4,1.849839,0,,,0,,0.8625689,0.0213759,0.8129966,0.0211825,-1.11583,0.0102213,590.7481
8698,ASHANTI,AMANSIE WEST,ROUND3,GHA0806,0,0,0,1,1,0,0,0,0,1,0,3,-0.077241,0,1,1,1,1,0.8962299,0.0190166,0.9187129,0.0085565,-1.119183,0.0249741,118.5621
237,ASHANTI,KABRE WEST,ROUND4,GHA0807,0,1,0,1,1,0,0,0,0,1,0,5,1.849839,0,,,0,,0.8625689,0.0213759,0.8129966,0.0211825,-1.11583,0.0102213,590.7481
8698,ASHANTI,AMANSIE WEST,ROUND3,GHA0807,0,0,0,1,1,0,0,0,0,1,0,2,-0.077241,1,0,0,1,1,0.8962299,0.0190166,0.9187129,0.0085565,-1.119183,0.0249741,118.5621
237,ASHANTI,KABRE WEST,ROUND4,GHA0808,0,1,0,0,1,0,0,0,0,1,0,4,-0.5919405,0,,,0,,0.8625689,0.0213759,0.8129966,0.0211825,-1.11583,0.0102213,590.7481
8698,ASHANTI,AMANSIE WEST,ROUND3,GHA0808,0,0,0,0,1,0,0,0,0,1,0,2,1.684909,1,1,1,1,0,0.8962299,0.0190166,0.9187129,0.0085565,-1.119183,0.0249741,118.5621
2297,UPPER EAST,NABDAM,ROUND3,GHA0809,0,0,0,0,0,0,0,0,1,0,0,2,1.09169,1,0,0,0,0,0.0119076,0.2052101,0.023516,0.0024427,-1.092436,0.0732441,210.0285
105,ASHANTI,AFIGYA SEKYERE WEST,ROUND4,GHA0809,0,1,0,1,1,0,0,0,0,1,0,2,-1.122426,0,,,1,,0.8032465,0.0137759,0.7321056,0.018354,-0.5900769,0.0468122,80.88036
105,ASHANTI,AFIGYA SEKYERE WEST,ROUND4,GHA0810,0,1,0,0,1,0,0,0,0,0,0,3,-0.5067218,0,,,1,,0.8032465,0.0137759,0.7321056,0.018354,-0.5900769,0.0468122,80.88036
2297,UPPER EAST,NABDAM,ROUND3,GHA0810,0,0,0,0,0,0,0,0,1,0,0,2,0.4750524,0,0,0,1,1,0.0119076,0.2052101,0.023516,0.0024427,-1.092436,0.0732441,210.0285
105,ASHANTI,AFIGYA SEKYERE WEST,ROUND4,GHA0811,0,1,0,1,1,0,0,0,0,1,0,3,-1.122426,0,,,1,,0.8032465,0.0137759,0.7321056,0.018354,-0.5900769,0.0468122,80.88036
2297,UPPER EAST,NABDAM,ROUND3,GHA0811,0,0,0,0,0,0,0,0,1,0,0,2,0.4750524,1,0,0,0,0,0.0119076,0.2052101,0.023516,0.0024427,-1.092436,0.0732441,210.0285
105,ASHANTI,AFIGYA SEKYERE WEST,ROUND4,GHA0812,0,1,0,0,0,0,0,0,1,1,0,4,0.0900797,0,,,1,,0.8032465,0.0137759,0.7321056,0.018354,-0.5900769,0.0468122,80.88036
2297,UPPER EAST,NABDAM,ROUND3,GHA0812,0,0,0,1,0,0,0,0,1,0,0,4,1.068272,1,0,0,0,1,0.0119076,0.2052101,0.023516,0.0024427,-1.092436,0.0732441,210.0285
105,ASHANTI,AFIGYA SEKYERE WEST,ROUND4,GHA0813,0,1,0,1,1,0,0,0,0,1,0,2,-1.122426,0,,,1,,0.8032465,0.0137759,0.7321056,0.018354,-0.5900769,0.0468122,80.88036
2297,UPPER EAST,NABDAM,ROUND3,GHA0813,0,0,0,1,0,0,0,0,1,1,0,3,-0.1378025,1,1,1,1,1,0.0119076,0.2052101,0.023516,0.0024427,-1.092436,0.0732441,210.0285
105,ASHANTI,AFIGYA SEKYERE WEST,ROUND4,GHA0814,0,1,0,0,1,0,0,0,0,1,0,2,-1.122426,0,,,1,,0.8032465,0.0137759,0.7321056,0.018354,-0.5900769,0.0468122,80.88036
2297,UPPER EAST,NABDAM,ROUND3,GHA0814,0,0,0,1,0,0,0,0,1,0,0,2,1.684909,1,1,1,0,1,0.0119076,0.2052101,0.023516,0.0024427,-1.092436,0.0732441,210.0285
105,ASHANTI,AFIGYA SEKYERE WEST,ROUND4,GHA0815,0,1,0,1,1,0,0,0,0,1,0,2,-1.122426,0,,,1,,0.8032465,0.0137759,0.7321056,0.018354,-0.5900769,0.0468122,80.88036
2297,UPPER EAST,NABDAM,ROUND3,GHA0815,0,0,0,1,0,0,0,0,1,1,0,3,1.09169,1,1,1,1,1,0.0119076,0.2052101,0.023516,0.0024427,-1.092436,0.0732441,210.0285
105,ASHANTI,AFIGYA SEKYERE WEST,ROUND4,GHA0816,0,1,0,0,1,0,0,0,0,1,0,4,-1.122426,0,,,1,,0.8032465,0.0137759,0.7321056,0.018354,-0.5900769,0.0468122,80.88036
2297,UPPER EAST,NABDAM,ROUND3,GHA0816,0,0,0,1,0,0,0,0,1,0,0,2,0.4554171,1,1,0,1,,0.0119076,0.2052101,0.023516,0.0024427,-1.092436,0.0732441,210.0285
181,ASHANTI,KUMAWU,ROUND4,GHA0817,0,1,0,1,1,0,0,0,0,1,0,4,-1.122426,1,,,1,,0.8895378,0.0047551,0.8787624,0.0055351,-0.2397784,0.0596709,231.3705
315,ASHANTI,EJISU-JUABEN,ROUND3,GHA0817,0,0,0,1,1,0,0,0,0,0,0,3,-1.283315,0,0,0,1,1,0.8860353,0.0149544,0.8206156,0.0249045,-0.4285652,0.008459,278.2531
181,ASHANTI,KUMAWU,ROUND4,GHA0818,0,1,0,0,1,0,0,0,0,1,0,4,-1.122426,1,,,0,,0.8895378,0.0047551,0.8787624,0.0055351,-0.2397784,0.0596709,231.3705
315,ASHANTI,EJISU-JUABEN,ROUND3,GHA0818,0,0,0,0,1,0,0,0,0,1,0,4,-0.7241102,0,1,1,0,1,0.8860353,0.0149544,0.8206156,0.0249045,-0.4285652,0.008459,278.2531
181,ASHANTI,KUMAWU,ROUND4,GHA0819,0,1,0,1,1,0,0,0,0,1,0,3,-1.122426,0,,,0,,0.8895378,0.0047551,0.8787624,0.0055351,-0.2397784,0.0596709,231.3705
315,ASHANTI,EJISU-JUABEN,ROUND3,GHA0819,0,0,0,0,1,0,0,0,0,1,0,3,0.4554171,1,1,1,1,0,0.8860353,0.0149544,0.8206156,0.0249045,-0.4285652,0.008459,278.2531
181,ASHANTI,KUMAWU,ROUND4,GHA0820,0,1,0,0,0,1,0,0,0,1,0,3,-1.122426,0,,,1,,0.8895378,0.0047551,0.8787624,0.0055351,-0.2397784,0.0596709,231.3705
315,ASHANTI,EJISU-JUABEN,ROUND3,GHA0820,0,0,0,1,1,0,0,0,0,1,0,4,-1.283315,0,0,0,0,0,0.8860353,0.0149544,0.8206156,0.0249045,-0.4285652,0.008459,278.2531
181,ASHANTI,KUMAWU,ROUND4,GHA0821,0,1,0,1,1,0,0,0,0,1,0,2,-0.5450537,1,,,1,,0.8895378,0.0047551,0.8787624,0.0055351,-0.2397784,0.0596709,231.3705
315,ASHANTI,EJISU-JUABEN,ROUND3,GHA0821,0,0,0,1,1,0,0,0,0,1,0,3,-0.7241102,0,0,0,1,0,0.8860353,0.0149544,0.8206156,0.0249045,-0.4285652,0.008459,278.2531
181,ASHANTI,KUMAWU,ROUND4,GHA0822,0,1,0,0,1,0,0,0,0,1,0,4,-1.122426,1,,,1,,0.8895378,0.0047551,0.8787624,0.0055351,-0.2397784,0.0596709,231.3705
315,ASHANTI,EJISU-JUABEN,ROUND3,GHA0822,0,0,0,1,1,0,0,0,0,1,0,3,0.4554171,0,0,1,1,0,0.8860353,0.0149544,0.8206156,0.0249045,-0.4285652,0.008459,278.2531
315,ASHANTI,EJISU-JUABEN,ROUND3,GHA0823,0,0,0,0,1,0,0,0,0,1,0,2,-0.1074731,0,1,0,1,0,0.8860353,0.0149544,0.8206156,0.0249045,-0.4285652,0.008459,278.2531
181,ASHANTI,KUMAWU,ROUND4,GHA0823,0,1,0,1,1,0,0,0,0,1,0,4,-1.122426,0,,,1,,0.8895378,0.0047551,0.8787624,0.0055351,-0.2397784,0.0596709,231.3705
181,ASHANTI,KUMAWU,ROUND4,GHA0824,0,1,0,0,1,0,0,0,0,1,0,4,-1.122426,0,,,1,,0.8895378,0.0047551,0.8787624,0.0055351,-0.2397784,0.0596709,231.3705
315,ASHANTI,EJISU-JUABEN,ROUND3,GHA0824,0,0,0,1,0,0,0,1,0,1,0,4,-1.283315,0,1,0,0,1,0.8860353,0.0149544,0.8206156,0.0249045,-0.4285652,0.008459,278.2531
121,ASHANTI,MAMPONG,ROUND4,GHA0825,0,1,0,1,1,0,0,0,0,1,0,2,-1.122426,0,,,1,,0.8517539,0.0087241,0.8445739,0.0079279,1.115207,0.0794251,292.5785
121,ASHANTI,MAMPONG,ROUND4,GHA0826,0,1,0,0,1,0,0,0,0,1,0,4,-1.122426,0,,,0,,0.8517539,0.0087241,0.8445739,0.0079279,1.115207,0.0794251,292.5785
121,ASHANTI,MAMPONG,ROUND4,GHA0827,0,1,0,1,0,0,0,0,1,1,0,4,-1.122426,0,,,1,,0.8517539,0.0087241,0.8445739,0.0079279,1.115207,0.0794251,292.5785
121,ASHANTI,MAMPONG,ROUND4,GHA0828,0,1,0,0,1,0,0,0,0,1,0,4,-1.122426,1,,,1,,0.8517539,0.0087241,0.8445739,0.0079279,1.115207,0.0794251,292.5785
121,ASHANTI,MAMPONG,ROUND4,GHA0829,0,1,0,1,1,0,0,0,0,0,0,2,-1.122426,0,,,0,,0.8517539,0.0087241,0.8445739,0.0079279,1.115207,0.0794251,292.5785
121,ASHANTI,MAMPONG,ROUND4,GHA0830,0,1,0,0,1,0,0,0,0,1,0,2,-1.122426,0,,,1,,0.8517539,0.0087241,0.8445739,0.0079279,1.115207,0.0794251,292.5785
121,ASHANTI,MAMPONG,ROUND4,GHA0831,0,1,0,1,1,0,0,0,0,1,0,2,-1.122426,0,,,0,,0.8517539,0.0087241,0.8445739,0.0079279,1.115207,0.0794251,292.5785
121,ASHANTI,MAMPONG,ROUND4,GHA0832,0,1,0,0,1,0,0,0,0,1,0,4,-1.122426,0,,,1,,0.8517539,0.0087241,0.8445739,0.0079279,1.115207,0.0794251,292.5785
133,ASHANTI,NSUFA-KWAMANG,ROUND4,GHA0833,0,1,0,1,1,0,0,0,0,1,0,3,-1.122426,0,,,1,,0.8033395,0.041722,0.8468085,0.0063163,0.6702929,0.0798885,303.304
3130,WESTERN,JOMORO,ROUND3,GHA0833,0,0,0,0,1,0,0,0,0,1,0,2,-0.1378025,0,1,0,0,1,0.9169813,0.0311406,0.9445879,0.01909,-0.2444938,0.0819873,119.159
133,ASHANTI,NSUFA-KWAMANG,ROUND4,GHA0834,0,1,0,0,1,0,0,0,0,0,0,3,0.0599607,1,,,1,,0.8033395,0.041722,0.8468085,0.0063163,0.6702929,0.0798885,303.304
3130,WESTERN,JOMORO,ROUND3,GHA0834,0,0,0,0,1,0,0,0,0,1,0,2,0.4750524,1,0,0,1,1,0.9169813,0.0311406,0.9445879,0.01909,-0.2444938,0.0819873,119.159
3130,WESTERN,JOMORO,ROUND3,GHA0835,0,0,0,0,0,0,0,0,1,1,0,2,-0.7241102,0,1,0,1,1,0.9169813,0.0311406,0.9445879,0.01909,-0.2444938,0.0819873,119.159
133,ASHANTI,NSUFA-KWAMANG,ROUND4,GHA0835,0,1,0,1,1,0,0,0,0,1,0,4,-1.122426,0,,,1,,0.8033395,0.041722,0.8468085,0.0063163,0.6702929,0.0798885,303.304
133,ASHANTI,NSUFA-KWAMANG,ROUND4,GHA0836,0,1,0,0,1,0,0,0,0,1,0,3,-1.122426,0,,,1,,0.8033395,0.041722,0.8468085,0.0063163,0.6702929,0.0798885,303.304
3130,WESTERN,JOMORO,ROUND3,GHA0836,0,0,0,1,0,0,0,0,1,1,0,2,-0.7241102,1,0,1,1,1,0.9169813,0.0311406,0.9445879,0.01909,-0.2444938,0.0819873,119.159
133,ASHANTI,NSUFA-KWAMANG,ROUND4,GHA0837,0,1,0,1,1,0,0,0,0,0,0,4,-1.122426,0,,,1,,0.8033395,0.041722,0.8468085,0.0063163,0.6702929,0.0798885,303.304
3130,WESTERN,JOMORO,ROUND3,GHA0837,0,0,0,0,1,0,0,0,0,1,0,1,1.068272,1,1,1,1,,0.9169813,0.0311406,0.9445879,0.01909,-0.2444938,0.0819873,119.159
133,ASHANTI,NSUFA-KWAMANG,ROUND4,GHA0838,0,1,0,0,1,0,0,0,0,1,0,3,-1.122426,0,,,1,,0.8033395,0.041722,0.8468085,0.0063163,0.6702929,0.0798885,303.304
3130,WESTERN,JOMORO,ROUND3,GHA0838,0,0,0,1,1,0,0,0,0,1,0,1,1.684909,1,0,1,1,0,0.9169813,0.0311406,0.9445879,0.01909,-0.2444938,0.0819873,119.159
133,ASHANTI,NSUFA-KWAMANG,ROUND4,GHA0839,0,1,0,1,1,0,0,0,0,1,0,3,-1.122426,1,,,1,,0.8033395,0.041722,0.8468085,0.0063163,0.6702929,0.0798885,303.304
