fid0725,regionname,const230_h,round,respno,urb,r4,central,male,eth_akan,eth_ewe,eth_ga,eth_dagomba,eth_other,vote_npp_pres,vote_ndc_pres,economy_oneyear,poverty,unfair,trustown,trustother,gov_sentus,responsself,akan_5km_l_p,ewe_5km_l_p,akan_30km_l_p,ewe_30km_l_p,dev_factor2,h_30rad_e,popdens5x5
12887,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0194,1,0,0,1,0,0,0,0,1,1,0,2,1.684909,0,1,1,1,1,0.4163498,0.2427007,0.4149245,0.1834949,1.476658,0.0147713,5467.204
10583,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND4,GHA0195,0,1,1,1,1,0,0,0,0,1,0,4,0.601136,1,,,1,,0.7498298,0.0056147,0.9606715,0.0097331,-0.3434444,0.0167498,238.5582
12887,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0195,1,0,0,0,0,1,0,0,0,0,0,3,1.098601,1,0,0,1,,0.4163498,0.2427007,0.4149245,0.1834949,1.476658,0.0147713,5467.204
10583,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND4,GHA0196,0,1,1,0,1,0,0,0,0,0,0,1,0.5822334,1,,,1,,0.7498298,0.0056147,0.9606715,0.0097331,-0.3434444,0.0167498,238.5582
12887,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0196,1,0,0,1,1,0,0,0,0,1,0,4,-0.6900959,1,0,0,0,1,0.4163498,0.2427007,0.4149245,0.1834949,1.476658,0.0147713,5467.204
10583,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND4,GHA0197,0,1,1,1,1,0,0,0,0,0,1,2,1.234135,1,,,0,,0.7498298,0.0056147,0.9606715,0.0097331,-0.3434444,0.0167498,238.5582
12887,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0197,1,0,0,0,1,0,0,0,0,1,0,3,1.684909,0,0,0,0,0,0.4163498,0.2427007,0.4149245,0.1834949,1.476658,0.0147713,5467.204
10583,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND4,GHA0198,0,1,1,0,1,0,0,0,0,0,0,3,-1.122426,1,,,1,,0.7498298,0.0056147,0.9606715,0.0097331,-0.3434444,0.0167498,238.5582
12887,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0198,1,0,0,0,0,0,0,1,0,1,0,2,-0.0734588,0,0,0,0,1,0.4163498,0.2427007,0.4149245,0.1834949,1.476658,0.0147713,5467.204
10583,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND4,GHA0199,0,1,1,1,1,0,0,0,0,1,0,4,1.849839,0,,,1,,0.7498298,0.0056147,0.9606715,0.0097331,-0.3434444,0.0167498,238.5582
12887,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0199,1,0,0,1,0,0,0,0,1,1,0,1,-1.283315,0,0,1,0,0,0.4163498,0.2427007,0.4149245,0.1834949,1.476658,0.0147713,5467.204
10583,CENTRAL,AJUMAKO ENYAN ESIAM,ROUND4,GHA0200,0,1,1,0,0,1,0,0,0,0,0,5,1.849839,1,,,1,,0.7498298,0.0056147,0.9606715,0.0097331,-0.3434444,0.0167498,238.5582
12887,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0200,1,0,0,1,0,0,1,0,0,0,0,2,1.684909,1,1,1,0,0,0.4163498,0.2427007,0.4149245,0.1834949,1.476658,0.0147713,5467.204
11055,CENTRAL,ASSIN NORTH,ROUND4,GHA0201,0,1,1,1,1,0,0,0,0,1,0,5,-1.122426,0,,,1,,0.7421622,0.1256011,0.8294253,0.0801037,-1.110762,0.0506127,99.68018
11055,CENTRAL,ASSIN NORTH,ROUND4,GHA0202,0,1,1,0,1,0,0,0,0,0,1,3,1.849839,1,,,1,,0.7421622,0.1256011,0.8294253,0.0801037,-1.110762,0.0506127,99.68018
11055,CENTRAL,ASSIN NORTH,ROUND4,GHA0203,0,1,1,1,1,0,0,0,0,0,1,3,1.234135,0,,,1,,0.7421622,0.1256011,0.8294253,0.0801037,-1.110762,0.0506127,99.68018
11055,CENTRAL,ASSIN NORTH,ROUND4,GHA0204,0,1,1,0,1,0,0,0,0,1,0,4,1.197938,1,,,1,,0.7421622,0.1256011,0.8294253,0.0801037,-1.110762,0.0506127,99.68018
11055,CENTRAL,ASSIN NORTH,ROUND4,GHA0205,0,1,1,1,1,0,0,0,0,0,1,3,0.5822334,1,,,1,,0.7421622,0.1256011,0.8294253,0.0801037,-1.110762,0.0506127,99.68018
11055,CENTRAL,ASSIN NORTH,ROUND4,GHA0206,0,1,1,0,1,0,0,0,0,0,0,1,1.234135,1,,,1,,0.7421622,0.1256011,0.8294253,0.0801037,-1.110762,0.0506127,99.68018
11055,CENTRAL,ASSIN NORTH,ROUND4,GHA0207,0,1,1,1,1,0,0,0,0,1,0,4,1.319353,1,,,1,,0.7421622,0.1256011,0.8294253,0.0801037,-1.110762,0.0506127,99.68018
11055,CENTRAL,ASSIN NORTH,ROUND4,GHA0208,0,1,1,0,1,0,0,0,0,1,0,,-0.5919405,1,,,1,,0.7421622,0.1256011,0.8294253,0.0801037,-1.110762,0.0506127,99.68018
1007,CENTRAL,HEMANG LOWER DENKIYRA,ROUND4,GHA0209,0,1,1,1,0,0,1,0,0,0,0,1,1.272467,1,,,0,,0.6749702,0.063278,0.5731772,0.0922614,-0.1520212,0.0625706,104.5063
13980,GREATER ACCRA,KLOTTEY-KORLE,ROUND3,GHA0209,1,0,0,0,0,0,1,0,0,0,1,3,-0.1112553,1,1,1,0,1,0.2265887,0.1097035,0.3988681,0.1531938,0.7792835,0.015556,4694.579
1007,CENTRAL,HEMANG LOWER DENKIYRA,ROUND4,GHA0210,0,1,1,0,1,0,0,0,0,0,0,,-1.122426,1,,,1,,0.6749702,0.063278,0.5731772,0.0922614,-0.1520212,0.0625706,104.5063
13980,GREATER ACCRA,KLOTTEY-KORLE,ROUND3,GHA0210,1,0,0,0,1,0,0,0,0,0,1,2,1.684909,1,1,1,1,0,0.2265887,0.1097035,0.3988681,0.1531938,0.7792835,0.015556,4694.579
1007,CENTRAL,HEMANG LOWER DENKIYRA,ROUND4,GHA0211,0,1,1,1,1,0,0,0,0,1,0,4,-0.0145682,1,,,1,,0.6749702,0.063278,0.5731772,0.0922614,-0.1520212,0.0625706,104.5063
13980,GREATER ACCRA,KLOTTEY-KORLE,ROUND3,GHA0211,1,0,0,1,0,0,1,0,0,0,0,1,1.09169,1,0,0,0,1,0.2265887,0.1097035,0.3988681,0.1531938,0.7792835,0.015556,4694.579
1007,CENTRAL,HEMANG LOWER DENKIYRA,ROUND4,GHA0212,0,1,1,0,1,0,0,0,0,1,0,4,1.849839,0,,,1,,0.6749702,0.063278,0.5731772,0.0922614,-0.1520212,0.0625706,104.5063
13980,GREATER ACCRA,KLOTTEY-KORLE,ROUND3,GHA0212,1,0,0,1,0,0,1,0,0,0,0,2,-0.7241102,1,0,0,1,0,0.2265887,0.1097035,0.3988681,0.1531938,0.7792835,0.015556,4694.579
1007,CENTRAL,HEMANG LOWER DENKIYRA,ROUND4,GHA0213,0,1,1,1,1,0,0,0,0,1,0,,1.849839,1,,,1,,0.6749702,0.063278,0.5731772,0.0922614,-0.1520212,0.0625706,104.5063
13980,GREATER ACCRA,KLOTTEY-KORLE,ROUND3,GHA0213,1,0,0,1,0,1,0,0,0,1,0,4,-1.283315,0,1,0,1,0,0.2265887,0.1097035,0.3988681,0.1531938,0.7792835,0.015556,4694.579
1007,CENTRAL,HEMANG LOWER DENKIYRA,ROUND4,GHA0214,0,1,1,0,1,0,0,0,0,0,0,5,-1.122426,,,,1,,0.6749702,0.063278,0.5731772,0.0922614,-0.1520212,0.0625706,104.5063
13980,GREATER ACCRA,KLOTTEY-KORLE,ROUND3,GHA0214,1,0,0,1,0,0,1,0,0,1,0,2,-1.283315,0,0,1,0,1,0.2265887,0.1097035,0.3988681,0.1531938,0.7792835,0.015556,4694.579
13980,GREATER ACCRA,KLOTTEY-KORLE,ROUND3,GHA0215,1,0,0,1,0,0,1,0,0,0,0,2,1.684909,1,1,1,1,0,0.2265887,0.1097035,0.3988681,0.1531938,0.7792835,0.015556,4694.579
1007,CENTRAL,HEMANG LOWER DENKIYRA,ROUND4,GHA0215,0,1,1,1,0,0,1,0,0,0,1,4,0.0599607,1,,,1,,0.6749702,0.063278,0.5731772,0.0922614,-0.1520212,0.0625706,104.5063
1007,CENTRAL,HEMANG LOWER DENKIYRA,ROUND4,GHA0216,0,1,1,0,1,0,0,0,0,1,0,5,-1.122426,1,,,1,,0.6749702,0.063278,0.5731772,0.0922614,-0.1520212,0.0625706,104.5063
13980,GREATER ACCRA,KLOTTEY-KORLE,ROUND3,GHA0216,1,0,0,1,0,0,1,0,0,1,0,4,-1.283315,1,0,0,0,0,0.2265887,0.1097035,0.3988681,0.1531938,0.7792835,0.015556,4694.579
1665,GREATER ACCRA,ASHAIMAN,ROUND3,GHA0217,1,0,0,0,1,0,0,0,0,0,1,4,0.5090668,1,1,1,0,1,0.4484705,0.189747,0.3471744,0.2638032,0.8153272,0.0577251,1560.425
10344,CENTRAL,UPPER DENKYIRA EAST,ROUND4,GHA0217,0,1,1,1,0,0,1,0,0,1,0,4,0.667452,1,,,1,,0.4834516,0.0267532,0.6367484,0.0731265,-1.110904,0.0606494,72.21542
1665,GREATER ACCRA,ASHAIMAN,ROUND3,GHA0218,1,0,0,0,0,1,0,0,0,0,1,2,1.09169,1,1,1,0,0,0.4484705,0.189747,0.3471744,0.2638032,0.8153272,0.0577251,1560.425
10344,CENTRAL,UPPER DENKYIRA EAST,ROUND4,GHA0218,0,1,1,0,0,0,0,0,1,0,0,2,0.5822334,1,,,1,,0.4834516,0.0267532,0.6367484,0.0731265,-1.110904,0.0606494,72.21542
1665,GREATER ACCRA,ASHAIMAN,ROUND3,GHA0219,1,0,0,0,0,1,0,0,0,1,0,4,-1.283315,0,1,0,1,1,0.4484705,0.189747,0.3471744,0.2638032,0.8153272,0.0577251,1560.425
10344,CENTRAL,UPPER DENKYIRA EAST,ROUND4,GHA0219,0,1,1,1,1,0,0,0,0,1,0,5,0.5822334,1,,,1,,0.4834516,0.0267532,0.6367484,0.0731265,-1.110904,0.0606494,72.21542
1665,GREATER ACCRA,ASHAIMAN,ROUND3,GHA0220,1,0,0,1,1,0,0,0,0,1,0,2,-0.1378025,1,1,1,1,0,0.4484705,0.189747,0.3471744,0.2638032,0.8153272,0.0577251,1560.425
10344,CENTRAL,UPPER DENKYIRA EAST,ROUND4,GHA0220,0,1,1,0,0,0,0,0,1,1,0,2,0.0900797,0,,,1,,0.4834516,0.0267532,0.6367484,0.0731265,-1.110904,0.0606494,72.21542
1665,GREATER ACCRA,ASHAIMAN,ROUND3,GHA0221,1,0,0,0,1,0,0,0,0,1,0,2,-1.283315,1,0,0,0,1,0.4484705,0.189747,0.3471744,0.2638032,0.8153272,0.0577251,1560.425
10344,CENTRAL,UPPER DENKYIRA EAST,ROUND4,GHA0221,0,1,1,1,1,0,0,0,0,0,1,4,-0.5450537,1,,,0,,0.4834516,0.0267532,0.6367484,0.0731265,-1.110904,0.0606494,72.21542
10344,CENTRAL,UPPER DENKYIRA EAST,ROUND4,GHA0222,0,1,1,0,1,0,0,0,0,0,0,4,-0.5256245,1,,,1,,0.4834516,0.0267532,0.6367484,0.0731265,-1.110904,0.0606494,72.21542
1665,GREATER ACCRA,ASHAIMAN,ROUND3,GHA0222,1,0,0,1,0,1,0,0,0,1,0,4,-1.283315,0,0,0,0,1,0.4484705,0.189747,0.3471744,0.2638032,0.8153272,0.0577251,1560.425
1665,GREATER ACCRA,ASHAIMAN,ROUND3,GHA0223,1,0,0,1,1,0,0,0,0,0,1,2,-0.1378025,0,0,0,0,1,0.4484705,0.189747,0.3471744,0.2638032,0.8153272,0.0577251,1560.425
10344,CENTRAL,UPPER DENKYIRA EAST,ROUND4,GHA0223,0,1,1,1,1,0,0,0,0,0,0,4,1.253037,0,,,1,,0.4834516,0.0267532,0.6367484,0.0731265,-1.110904,0.0606494,72.21542
1665,GREATER ACCRA,ASHAIMAN,ROUND3,GHA0224,1,0,0,1,0,1,0,0,0,1,0,3,-0.1378025,1,0,0,1,0,0.4484705,0.189747,0.3471744,0.2638032,0.8153272,0.0577251,1560.425
10344,CENTRAL,UPPER DENKYIRA EAST,ROUND4,GHA0224,0,1,1,0,1,0,0,0,0,0,1,3,1.849839,1,,,1,,0.4834516,0.0267532,0.6367484,0.0731265,-1.110904,0.0606494,72.21542
13586,GREATER ACCRA,ABLEKUMA SOUTH,ROUND3,GHA0225,1,0,0,1,1,0,0,0,0,0,0,2,-0.7241102,1,1,1,0,1,0.472252,0.1562321,0.4245848,0.1506925,3.469659,0.022098,4980.788
13925,GREATER ACCRA,ABLEKUMA SOUTH,ROUND4,GHA0225,1,1,0,1,0,0,1,0,0,0,1,2,-1.122426,1,,,0,,0.3347639,0.0686695,0.4228077,0.150363,1.033439,0.0820709,4132.059
13586,GREATER ACCRA,ABLEKUMA SOUTH,ROUND3,GHA0226,1,0,0,0,1,0,0,0,0,0,0,3,-0.7241102,0,1,1,1,0,0.472252,0.1562321,0.4245848,0.1506925,3.469659,0.022098,4980.788
13925,GREATER ACCRA,ABLEKUMA SOUTH,ROUND4,GHA0226,1,1,0,0,1,0,0,0,0,0,0,4,-1.122426,1,,,0,,0.3347639,0.0686695,0.4228077,0.150363,1.033439,0.0820709,4132.059
13586,GREATER ACCRA,ABLEKUMA SOUTH,ROUND3,GHA0227,1,0,0,1,0,1,0,0,0,0,0,1,-0.6900959,1,0,0,0,1,0.472252,0.1562321,0.4245848,0.1506925,3.469659,0.022098,4980.788
13925,GREATER ACCRA,ABLEKUMA SOUTH,ROUND4,GHA0227,1,1,0,1,0,0,1,0,0,0,1,2,-1.122426,1,,,0,,0.3347639,0.0686695,0.4228077,0.150363,1.033439,0.0820709,4132.059
13586,GREATER ACCRA,ABLEKUMA SOUTH,ROUND3,GHA0228,1,0,0,0,0,1,0,0,0,0,0,4,-1.283315,1,1,0,0,1,0.472252,0.1562321,0.4245848,0.1506925,3.469659,0.022098,4980.788
13925,GREATER ACCRA,ABLEKUMA SOUTH,ROUND4,GHA0228,1,1,0,0,0,1,0,0,0,0,0,2,-0.5919405,1,,,1,,0.3347639,0.0686695,0.4228077,0.150363,1.033439,0.0820709,4132.059
13586,GREATER ACCRA,ABLEKUMA SOUTH,ROUND3,GHA0229,1,0,0,0,0,0,0,0,1,0,0,2,-0.1378025,1,0,0,1,1,0.472252,0.1562321,0.4245848,0.1506925,3.469659,0.022098,4980.788
13925,GREATER ACCRA,ABLEKUMA SOUTH,ROUND4,GHA0229,1,1,0,1,0,0,1,0,0,0,0,4,-1.122426,0,,,0,,0.3347639,0.0686695,0.4228077,0.150363,1.033439,0.0820709,4132.059
13586,GREATER ACCRA,ABLEKUMA SOUTH,ROUND3,GHA0230,1,0,0,0,0,1,0,0,0,1,0,4,-1.283315,0,0,0,0,1,0.472252,0.1562321,0.4245848,0.1506925,3.469659,0.022098,4980.788
13925,GREATER ACCRA,ABLEKUMA SOUTH,ROUND4,GHA0230,1,1,0,0,1,0,0,0,0,0,0,2,-1.122426,0,,,0,,0.3347639,0.0686695,0.4228077,0.150363,1.033439,0.0820709,4132.059
13586,GREATER ACCRA,ABLEKUMA SOUTH,ROUND3,GHA0231,1,0,0,1,0,0,0,0,1,0,1,4,1.684909,1,0,0,0,0,0.472252,0.1562321,0.4245848,0.1506925,3.469659,0.022098,4980.788
13925,GREATER ACCRA,ABLEKUMA SOUTH,ROUND4,GHA0231,1,1,0,1,1,0,0,0,0,0,1,2,-0.0145682,0,,,1,,0.3347639,0.0686695,0.4228077,0.150363,1.033439,0.0820709,4132.059
13925,GREATER ACCRA,ABLEKUMA SOUTH,ROUND4,GHA0232,1,1,0,0,1,0,0,0,0,1,0,4,-1.122426,0,,,0,,0.3347639,0.0686695,0.4228077,0.150363,1.033439,0.0820709,4132.059
13586,GREATER ACCRA,ABLEKUMA SOUTH,ROUND3,GHA0232,1,0,0,1,0,0,0,0,1,1,0,2,-0.1074731,1,0,0,0,0,0.472252,0.1562321,0.4245848,0.1506925,3.469659,0.022098,4980.788
13477,GREATER ACCRA,ABLEKUMA CENTRAL,ROUND4,GHA0233,1,1,0,1,0,0,1,0,0,0,1,2,-0.0145682,1,,,1,,0.3991638,0.2464842,0.4542177,0.1603436,1.024935,0.0280628,4919.705
14080,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0233,1,0,0,0,1,0,0,0,0,0,1,2,1.684909,1,1,1,0,1,0.3365231,0.2759171,0.4136757,0.1853191,1.232647,0.0150756,5307.634
13477,GREATER ACCRA,ABLEKUMA CENTRAL,ROUND4,GHA0234,1,1,0,0,0,0,1,0,0,1,0,3,-1.122426,1,,,0,,0.3991638,0.2464842,0.4542177,0.1603436,1.024935,0.0280628,4919.705
14080,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0234,1,0,0,0,1,0,0,0,0,0,0,4,1.684909,0,0,0,1,0,0.3365231,0.2759171,0.4136757,0.1853191,1.232647,0.0150756,5307.634
13477,GREATER ACCRA,ABLEKUMA CENTRAL,ROUND4,GHA0235,1,1,0,1,1,0,0,0,0,0,0,5,1.234135,1,,,0,,0.3991638,0.2464842,0.4542177,0.1603436,1.024935,0.0280628,4919.705
14080,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0235,1,0,0,0,1,0,0,0,0,0,0,4,1.068272,1,0,0,1,1,0.3365231,0.2759171,0.4136757,0.1853191,1.232647,0.0150756,5307.634
13477,GREATER ACCRA,ABLEKUMA CENTRAL,ROUND4,GHA0236,1,1,0,0,0,0,1,0,0,1,0,4,-0.0145682,1,,,1,,0.3991638,0.2464842,0.4542177,0.1603436,1.024935,0.0280628,4919.705
14080,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0236,1,0,0,1,1,0,0,0,0,1,0,2,0.4750524,0,0,0,0,1,0.3365231,0.2759171,0.4136757,0.1853191,1.232647,0.0150756,5307.634
14080,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0237,1,0,0,1,0,0,0,0,1,0,0,,-0.1074731,0,0,0,1,1,0.3365231,0.2759171,0.4136757,0.1853191,1.232647,0.0150756,5307.634
13477,GREATER ACCRA,ABLEKUMA CENTRAL,ROUND4,GHA0237,1,1,0,1,0,1,0,0,0,0,1,4,-0.5067218,1,,,0,,0.3991638,0.2464842,0.4542177,0.1603436,1.024935,0.0280628,4919.705
13477,GREATER ACCRA,ABLEKUMA CENTRAL,ROUND4,GHA0238,1,1,0,0,1,0,0,0,0,0,0,2,-1.122426,0,,,0,,0.3991638,0.2464842,0.4542177,0.1603436,1.024935,0.0280628,4919.705
14080,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0238,1,0,0,1,0,0,0,0,1,0,0,2,-1.283315,1,0,0,1,0,0.3365231,0.2759171,0.4136757,0.1853191,1.232647,0.0150756,5307.634
13477,GREATER ACCRA,ABLEKUMA CENTRAL,ROUND4,GHA0239,1,1,0,1,0,0,1,0,0,0,1,5,1.253037,0,,,0,,0.3991638,0.2464842,0.4542177,0.1603436,1.024935,0.0280628,4919.705
14080,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0239,1,0,0,1,0,0,0,1,0,0,0,1,0.4857464,0,0,0,0,1,0.3365231,0.2759171,0.4136757,0.1853191,1.232647,0.0150756,5307.634
13477,GREATER ACCRA,ABLEKUMA CENTRAL,ROUND4,GHA0240,1,1,0,0,1,0,0,0,0,1,0,5,-1.122426,0,,,1,,0.3991638,0.2464842,0.4542177,0.1603436,1.024935,0.0280628,4919.705
14080,GREATER ACCRA,AYAWASO EAST,ROUND3,GHA0240,1,0,0,0,0,0,0,0,1,1,0,4,-0.7241102,0,1,1,0,1,0.3365231,0.2759171,0.4136757,0.1853191,1.232647,0.0150756,5307.634
13774,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0241,1,1,0,1,0,0,1,0,0,1,0,4,-1.122426,1,,,0,,0.1807331,0.0259109,0.3994682,0.1408976,0.6159959,0.020778,4595.229
13774,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0242,1,1,0,0,0,0,1,0,0,1,0,4,0.601136,0,,,0,,0.1807331,0.0259109,0.3994682,0.1408976,0.6159959,0.020778,4595.229
13774,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0243,1,1,0,1,0,0,1,0,0,1,0,4,-1.122426,1,,,0,,0.1807331,0.0259109,0.3994682,0.1408976,0.6159959,0.020778,4595.229
13774,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0244,1,1,0,0,0,0,1,0,0,0,0,3,1.849839,0,,,0,,0.1807331,0.0259109,0.3994682,0.1408976,0.6159959,0.020778,4595.229
13774,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0245,1,1,0,1,0,0,1,0,0,1,0,3,-0.5450537,0,,,1,,0.1807331,0.0259109,0.3994682,0.1408976,0.6159959,0.020778,4595.229
13774,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0246,1,1,0,0,0,0,1,0,0,0,0,4,-0.5919405,1,,,0,,0.1807331,0.0259109,0.3994682,0.1408976,0.6159959,0.020778,4595.229
13774,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0247,1,1,0,1,1,0,0,0,0,1,0,4,0.601136,0,,,1,,0.1807331,0.0259109,0.3994682,0.1408976,0.6159959,0.020778,4595.229
13774,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0248,1,1,0,0,0,0,1,0,0,0,0,4,-1.122426,1,,,1,,0.1807331,0.0259109,0.3994682,0.1408976,0.6159959,0.020778,4595.229
1642,GREATER ACCRA,NINGO-PAPRAM,ROUND3,GHA0249,0,0,0,1,0,0,0,0,1,0,0,2,-0.1308907,1,0,0,0,1,0.4673143,0.1748382,0.2618107,0.1369997,0.850142,0.1037622,101.6447
13991,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0249,1,1,0,1,1,0,0,0,0,1,0,5,1.197938,0,,,1,,0.4299576,0.1384081,0.4236131,0.1509337,0.8470287,0.0201959,5218.45
1642,GREATER ACCRA,NINGO-PAPRAM,ROUND3,GHA0250,0,0,0,1,0,0,1,0,0,0,0,,-0.6900959,1,,,1,0,0.4673143,0.1748382,0.2618107,0.1369997,0.850142,0.1037622,101.6447
13991,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0250,1,1,0,0,1,0,0,0,0,1,0,4,-0.4705248,0,,,1,,0.4299576,0.1384081,0.4236131,0.1509337,0.8470287,0.0201959,5218.45
1642,GREATER ACCRA,NINGO-PAPRAM,ROUND3,GHA0251,0,0,0,0,0,0,1,0,0,0,0,2,1.684909,1,0,0,0,1,0.4673143,0.1748382,0.2618107,0.1369997,0.850142,0.1037622,101.6447
13991,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0251,1,1,0,1,1,0,0,0,0,1,0,5,0.5822334,0,,,1,,0.4299576,0.1384081,0.4236131,0.1509337,0.8470287,0.0201959,5218.45
1642,GREATER ACCRA,NINGO-PAPRAM,ROUND3,GHA0252,0,0,0,1,0,0,1,0,0,0,1,2,0.5053818,1,1,1,0,0,0.4673143,0.1748382,0.2618107,0.1369997,0.850142,0.1037622,101.6447
13991,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0252,1,1,0,0,1,0,0,0,0,1,0,3,-0.5919405,0,,,0,,0.4299576,0.1384081,0.4236131,0.1509337,0.8470287,0.0201959,5218.45
1642,GREATER ACCRA,NINGO-PAPRAM,ROUND3,GHA0253,0,0,0,1,0,0,0,0,1,0,1,2,0.4788346,1,1,1,0,0,0.4673143,0.1748382,0.2618107,0.1369997,0.850142,0.1037622,101.6447
13991,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0253,1,1,0,1,1,0,0,0,0,1,0,2,0.0237637,0,,,0,,0.4299576,0.1384081,0.4236131,0.1509337,0.8470287,0.0201959,5218.45
1642,GREATER ACCRA,NINGO-PAPRAM,ROUND3,GHA0254,0,0,0,0,0,0,1,0,0,0,1,2,1.684909,0,0,0,0,0,0.4673143,0.1748382,0.2618107,0.1369997,0.850142,0.1037622,101.6447
13991,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0254,1,1,0,0,1,0,0,0,0,1,0,4,0.0237637,1,,,0,,0.4299576,0.1384081,0.4236131,0.1509337,0.8470287,0.0201959,5218.45
1642,GREATER ACCRA,NINGO-PAPRAM,ROUND3,GHA0255,0,0,0,0,0,0,1,0,0,0,0,2,1.684909,1,1,0,0,0,0.4673143,0.1748382,0.2618107,0.1369997,0.850142,0.1037622,101.6447
13991,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0255,1,1,0,1,0,0,0,0,1,0,0,4,-0.5919405,0,,,0,,0.4299576,0.1384081,0.4236131,0.1509337,0.8470287,0.0201959,5218.45
1642,GREATER ACCRA,NINGO-PAPRAM,ROUND3,GHA0256,0,0,0,0,0,0,1,0,0,1,0,3,1.684909,0,0,0,1,1,0.4673143,0.1748382,0.2618107,0.1369997,0.850142,0.1037622,101.6447
13991,GREATER ACCRA,ODODODIODOO,ROUND4,GHA0256,1,1,0,0,1,0,0,0,0,0,0,4,0.6205653,1,,,1,,0.4299576,0.1384081,0.4236131,0.1509337,0.8470287,0.0201959,5218.45
13148,GREATER ACCRA,KLOTTEY-KORLE,ROUND4,GHA0257,1,1,0,1,1,0,0,0,0,1,0,3,-0.5919405,0,,,0,,0.4689165,0.1506141,0.4184815,0.164086,2.507164,0.0159658,5142.178
14007,GREATER ACCRA,OKAIKWEI SOUTH,ROUND3,GHA0257,1,0,0,0,0,0,1,0,0,1,0,2,-1.283315,1,0,0,1,1,0.5324826,0.1229698,0.4591262,0.1616585,1.819408,0.0160173,5561.99
14007,GREATER ACCRA,OKAIKWEI SOUTH,ROUND3,GHA0258,1,0,0,1,1,0,0,0,0,0,0,2,-1.283315,0,1,1,0,1,0.5324826,0.1229698,0.4591262,0.1616585,1.819408,0.0160173,5561.99
13148,GREATER ACCRA,KLOTTEY-KORLE,ROUND4,GHA0258,1,1,0,0,1,0,0,0,0,1,0,4,-1.122426,1,,,1,,0.4689165,0.1506141,0.4184815,0.164086,2.507164,0.0159658,5142.178
13148,GREATER ACCRA,KLOTTEY-KORLE,ROUND4,GHA0259,1,1,0,1,1,0,0,0,0,0,0,2,-1.122426,1,,,1,,0.4689165,0.1506141,0.4184815,0.164086,2.507164,0.0159658,5142.178
14007,GREATER ACCRA,OKAIKWEI SOUTH,ROUND3,GHA0259,1,0,0,0,1,0,0,0,0,0,0,4,-0.7241102,0,0,0,0,1,0.5324826,0.1229698,0.4591262,0.1616585,1.819408,0.0160173,5561.99
13148,GREATER ACCRA,KLOTTEY-KORLE,ROUND4,GHA0260,1,1,0,0,0,0,1,0,0,0,0,4,-1.122426,1,,,0,,0.4689165,0.1506141,0.4184815,0.164086,2.507164,0.0159658,5142.178
14007,GREATER ACCRA,OKAIKWEI SOUTH,ROUND3,GHA0260,1,0,0,1,1,0,0,0,0,0,1,4,-0.7241102,1,0,0,0,1,0.5324826,0.1229698,0.4591262,0.1616585,1.819408,0.0160173,5561.99
13148,GREATER ACCRA,KLOTTEY-KORLE,ROUND4,GHA0261,1,1,0,1,1,0,0,0,0,0,0,2,1.849839,1,,,1,,0.4689165,0.1506141,0.4184815,0.164086,2.507164,0.0159658,5142.178
14007,GREATER ACCRA,OKAIKWEI SOUTH,ROUND3,GHA0261,1,0,0,0,1,0,0,0,0,1,0,2,-1.283315,1,1,1,1,1,0.5324826,0.1229698,0.4591262,0.1616585,1.819408,0.0160173,5561.99
13148,GREATER ACCRA,KLOTTEY-KORLE,ROUND4,GHA0262,1,1,0,0,1,0,0,0,0,0,0,4,-1.122426,0,,,0,,0.4689165,0.1506141,0.4184815,0.164086,2.507164,0.0159658,5142.178
